condition,condition_label,pair_factors,epoch,training_seed,task,task_label,capture_B,mean_abs_offdiag_cosine,source_json,source_sha256
posX_varies,x-position varies,"[""scale"", ""posY""]",80,6,posX,x-position,5.2793238864978775e-05,0.07327406108379364,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posX_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_80_posx_varies.json,02e93827efd67605b9225666c66f7719bb138c3da20f2e49776d909326940cb1
posX_varies,x-position varies,"[""scale"", ""posY""]",80,6,posY,y-position,0.9999085068702698,0.07327406108379364,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posX_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_80_posx_varies.json,02e93827efd67605b9225666c66f7719bb138c3da20f2e49776d909326940cb1
posY_varies,y-position varies,"[""scale"", ""posX""]",0,17,scale,size,0.9340399503707886,0.00024278959608636796,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_0_posy_varies.json,c82ae50b17ce9624e9fdcf02d61bafb8bc44a68e2706b9987a6d8f8fb26345e8
posY_varies,y-position varies,"[""scale"", ""posX""]",0,17,posX,x-position,0.9938923716545105,0.00024278959608636796,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_0_posy_varies.json,c82ae50b17ce9624e9fdcf02d61bafb8bc44a68e2706b9987a6d8f8fb26345e8
posY_varies,y-position varies,"[""scale"", ""posX""]",0,17,posY,y-position,0.994120717048645,0.00024278959608636796,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_0_posy_varies.json,c82ae50b17ce9624e9fdcf02d61bafb8bc44a68e2706b9987a6d8f8fb26345e8
posY_varies,y-position varies,"[""scale"", ""posX""]",10,17,scale,size,0.9993424415588379,0.0004781882162205875,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_10_posy_varies.json,f8129a46236caedb33f8239a323a955833424a7b2dd973a750134fb154f66872
posY_varies,y-position varies,"[""scale"", ""posX""]",10,17,posX,x-position,0.9997739791870117,0.0004781882162205875,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_10_posy_varies.json,f8129a46236caedb33f8239a323a955833424a7b2dd973a750134fb154f66872
posY_varies,y-position varies,"[""scale"", ""posX""]",10,17,posY,y-position,0.8079797029495239,0.0004781882162205875,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_10_posy_varies.json,f8129a46236caedb33f8239a323a955833424a7b2dd973a750134fb154f66872
posY_varies,y-position varies,"[""scale"", ""posX""]",40,17,scale,size,0.999807596206665,0.027478933334350586,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_40_posy_varies.json,8876d63152723190abb78a41da77012aa6a7cfa6fba59113b95c99b293576907
posY_varies,y-position varies,"[""scale"", ""posX""]",40,17,posX,x-position,0.9999275803565979,0.027478933334350586,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_40_posy_varies.json,8876d63152723190abb78a41da77012aa6a7cfa6fba59113b95c99b293576907
posY_varies,y-position varies,"[""scale"", ""posX""]",40,17,posY,y-position,0.00012590836558956653,0.027478933334350586,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_40_posy_varies.json,8876d63152723190abb78a41da77012aa6a7cfa6fba59113b95c99b293576907
posY_varies,y-position varies,"[""scale"", ""posX""]",80,17,scale,size,0.9998815655708313,0.0642341822385788,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_80_posy_varies.json,57dca16400a2576feeb4ed9189d7016eb3a2b2cd8642909bedd091d544610a4a
posY_varies,y-position varies,"[""scale"", ""posX""]",80,17,posX,x-position,0.9999568462371826,0.0642341822385788,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_80_posy_varies.json,57dca16400a2576feeb4ed9189d7016eb3a2b2cd8642909bedd091d544610a4a
posY_varies,y-position varies,"[""scale"", ""posX""]",80,17,posY,y-position,2.8186881536385044e-05,0.0642341822385788,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_80_posy_varies.json,57dca16400a2576feeb4ed9189d7016eb3a2b2cd8642909bedd091d544610a4a
posY_varies,y-position varies,"[""scale"", ""posX""]",0,29,scale,size,0.9301880598068237,0.0006192128057591617,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_0_posy_varies.json,e4915311e97e871b306b778bdf9bb862fa64a9bdc4a57c6eac25e752d636e4a1
posY_varies,y-position varies,"[""scale"", ""posX""]",0,29,posX,x-position,0.9945827722549438,0.0006192128057591617,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_0_posy_varies.json,e4915311e97e871b306b778bdf9bb862fa64a9bdc4a57c6eac25e752d636e4a1
posY_varies,y-position varies,"[""scale"", ""posX""]",0,29,posY,y-position,0.993779718875885,0.0006192128057591617,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_0_posy_varies.json,e4915311e97e871b306b778bdf9bb862fa64a9bdc4a57c6eac25e752d636e4a1
posY_varies,y-position varies,"[""scale"", ""posX""]",10,29,scale,size,0.9994447231292725,0.0009016990661621094,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_10_posy_varies.json,3292e29ba55a3b4a354d79107de8455d589d1fa7de87d46aa704990acf211778
posY_varies,y-position varies,"[""scale"", ""posX""]",10,29,posX,x-position,0.9998074173927307,0.0009016990661621094,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_10_posy_varies.json,3292e29ba55a3b4a354d79107de8455d589d1fa7de87d46aa704990acf211778
posY_varies,y-position varies,"[""scale"", ""posX""]",10,29,posY,y-position,0.6186907291412354,0.0009016990661621094,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_10_posy_varies.json,3292e29ba55a3b4a354d79107de8455d589d1fa7de87d46aa704990acf211778
posY_varies,y-position varies,"[""scale"", ""posX""]",40,29,scale,size,0.9998260736465454,0.04274451732635498,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_40_posy_varies.json,eeb43749ba48da64a60bd7b83b8669de2dfb788b897214ec332bf6e32b844cfb
posY_varies,y-position varies,"[""scale"", ""posX""]",40,29,posX,x-position,0.9999381303787231,0.04274451732635498,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_40_posy_varies.json,eeb43749ba48da64a60bd7b83b8669de2dfb788b897214ec332bf6e32b844cfb
posY_varies,y-position varies,"[""scale"", ""posX""]",40,29,posY,y-position,2.995362228830345e-05,0.04274451732635498,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_40_posy_varies.json,eeb43749ba48da64a60bd7b83b8669de2dfb788b897214ec332bf6e32b844cfb
posY_varies,y-position varies,"[""scale"", ""posX""]",80,29,scale,size,0.9998867511749268,0.07804898917675018,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_80_posy_varies.json,c28f42480b49ff9a8c990efa4d6d2d4eceeecce22bd94a31f936f249b57d3930
posY_varies,y-position varies,"[""scale"", ""posX""]",80,29,posX,x-position,0.99996018409729,0.07804898917675018,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_80_posy_varies.json,c28f42480b49ff9a8c990efa4d6d2d4eceeecce22bd94a31f936f249b57d3930
posY_varies,y-position varies,"[""scale"", ""posX""]",80,29,posY,y-position,2.57480514846975e-05,0.07804898917675018,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_80_posy_varies.json,c28f42480b49ff9a8c990efa4d6d2d4eceeecce22bd94a31f936f249b57d3930
posY_varies,y-position varies,"[""scale"", ""posX""]",0,6,scale,size,0.9332437515258789,0.0008278688183054328,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_0_posy_varies.json,a4454b821320c2a35e77b35739cbb866a5807f2cea04bf1aef7ff9b5cbcc8468
posY_varies,y-position varies,"[""scale"", ""posX""]",0,6,posX,x-position,0.9944868087768555,0.0008278688183054328,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_0_posy_varies.json,a4454b821320c2a35e77b35739cbb866a5807f2cea04bf1aef7ff9b5cbcc8468
posY_varies,y-position varies,"[""scale"", ""posX""]",0,6,posY,y-position,0.9949879050254822,0.0008278688183054328,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_0_posy_varies.json,a4454b821320c2a35e77b35739cbb866a5807f2cea04bf1aef7ff9b5cbcc8468
posY_varies,y-position varies,"[""scale"", ""posX""]",10,6,scale,size,0.9993289113044739,0.0008327166433446109,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_10_posy_varies.json,8c9318c9929b47516062f453f903540bd377640574b3765d40a5132cb0b8fa51
posY_varies,y-position varies,"[""scale"", ""posX""]",10,6,posX,x-position,0.9997174143791199,0.0008327166433446109,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_10_posy_varies.json,8c9318c9929b47516062f453f903540bd377640574b3765d40a5132cb0b8fa51
posY_varies,y-position varies,"[""scale"", ""posX""]",10,6,posY,y-position,0.7470599412918091,0.0008327166433446109,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_10_posy_varies.json,8c9318c9929b47516062f453f903540bd377640574b3765d40a5132cb0b8fa51
posY_varies,y-position varies,"[""scale"", ""posX""]",40,6,scale,size,0.9998281002044678,0.04456901550292969,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_40_posy_varies.json,6dce468954365997b9ee64de02393ef4db6646ab280aab0147333fad5bde802e
posY_varies,y-position varies,"[""scale"", ""posX""]",40,6,posX,x-position,0.9999270439147949,0.04456901550292969,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_40_posy_varies.json,6dce468954365997b9ee64de02393ef4db6646ab280aab0147333fad5bde802e
posY_varies,y-position varies,"[""scale"", ""posX""]",40,6,posY,y-position,6.595884769922122e-05,0.04456901550292969,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_40_posy_varies.json,6dce468954365997b9ee64de02393ef4db6646ab280aab0147333fad5bde802e
posY_varies,y-position varies,"[""scale"", ""posX""]",80,6,scale,size,0.9996060132980347,0.022770127281546593,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_80_posy_varies.json,870f9df4aab195026ca6f3211e7634e8d811a009d3fab93a38efb73870c4197c
posY_varies,y-position varies,"[""scale"", ""posX""]",80,6,posX,x-position,0.9998581409454346,0.022770127281546593,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_80_posy_varies.json,870f9df4aab195026ca6f3211e7634e8d811a009d3fab93a38efb73870c4197c
posY_varies,y-position varies,"[""scale"", ""posX""]",80,6,posY,y-position,0.00022188830189406872,0.022770127281546593,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/posY_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_80_posy_varies.json,870f9df4aab195026ca6f3211e7634e8d811a009d3fab93a38efb73870c4197c
scale_varies,size varies,"[""posX"", ""posY""]",0,17,scale,size,0.9338767528533936,0.0002885262365452945,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_0_scale_varies.json,f3da9f8825ac18a450f24d828162cef6a973ebc66323164d4b3d20e76ac65d99
scale_varies,size varies,"[""posX"", ""posY""]",0,17,posX,x-position,0.9938927888870239,0.0002885262365452945,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_0_scale_varies.json,f3da9f8825ac18a450f24d828162cef6a973ebc66323164d4b3d20e76ac65d99
scale_varies,size varies,"[""posX"", ""posY""]",0,17,posY,y-position,0.9941048622131348,0.0002885262365452945,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_0_scale_varies.json,f3da9f8825ac18a450f24d828162cef6a973ebc66323164d4b3d20e76ac65d99
scale_varies,size varies,"[""posX"", ""posY""]",10,17,scale,size,0.5537927150726318,0.0008379618520848453,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_10_scale_varies.json,8f257102c3f7239cac0a5700ca8db9dfbd11a26708ab9488c08ca0a02c12897f
scale_varies,size varies,"[""posX"", ""posY""]",10,17,posX,x-position,0.9995768070220947,0.0008379618520848453,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_10_scale_varies.json,8f257102c3f7239cac0a5700ca8db9dfbd11a26708ab9488c08ca0a02c12897f
scale_varies,size varies,"[""posX"", ""posY""]",10,17,posY,y-position,0.9996877908706665,0.0008379618520848453,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_10_scale_varies.json,8f257102c3f7239cac0a5700ca8db9dfbd11a26708ab9488c08ca0a02c12897f
scale_varies,size varies,"[""posX"", ""posY""]",40,17,scale,size,0.00011618135613389313,0.03844960778951645,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_40_scale_varies.json,95477a6fa3278bd54e732e1239069668227369457b8b52867cdc67a86db9ba0b
scale_varies,size varies,"[""posX"", ""posY""]",40,17,posX,x-position,0.9998677372932434,0.03844960778951645,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_40_scale_varies.json,95477a6fa3278bd54e732e1239069668227369457b8b52867cdc67a86db9ba0b
scale_varies,size varies,"[""posX"", ""posY""]",40,17,posY,y-position,0.999871015548706,0.03844960778951645,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_40_scale_varies.json,95477a6fa3278bd54e732e1239069668227369457b8b52867cdc67a86db9ba0b
scale_varies,size varies,"[""posX"", ""posY""]",80,17,scale,size,2.900015897466801e-05,0.015686672180891037,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_80_scale_varies.json,279639a3ca55cc7503668f7259d46453fc0935f30424740ac35b06e3c6ba4d0a
scale_varies,size varies,"[""posX"", ""posY""]",80,17,posX,x-position,0.9999135136604309,0.015686672180891037,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_80_scale_varies.json,279639a3ca55cc7503668f7259d46453fc0935f30424740ac35b06e3c6ba4d0a
scale_varies,size varies,"[""posX"", ""posY""]",80,17,posY,y-position,0.9999092817306519,0.015686672180891037,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_17/metrics/hyperrect_vicreg_dsprites_epoch_80_scale_varies.json,279639a3ca55cc7503668f7259d46453fc0935f30424740ac35b06e3c6ba4d0a
scale_varies,size varies,"[""posX"", ""posY""]",0,29,scale,size,0.9302116632461548,0.0006345908041112125,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_0_scale_varies.json,9b1fddb6151952e02c1a761295ebfaab1a75a411921207b97eb6a3a9bc533972
scale_varies,size varies,"[""posX"", ""posY""]",0,29,posX,x-position,0.994584321975708,0.0006345908041112125,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_0_scale_varies.json,9b1fddb6151952e02c1a761295ebfaab1a75a411921207b97eb6a3a9bc533972
scale_varies,size varies,"[""posX"", ""posY""]",0,29,posY,y-position,0.9937570095062256,0.0006345908041112125,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_0_scale_varies.json,9b1fddb6151952e02c1a761295ebfaab1a75a411921207b97eb6a3a9bc533972
scale_varies,size varies,"[""posX"", ""posY""]",10,29,scale,size,0.0026873359456658363,0.0223543643951416,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_10_scale_varies.json,6d316d57dc051080efcee87d8ebd53ea934500a1e9d325d94b9325bb096b99bf
scale_varies,size varies,"[""posX"", ""posY""]",10,29,posX,x-position,0.999807596206665,0.0223543643951416,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_10_scale_varies.json,6d316d57dc051080efcee87d8ebd53ea934500a1e9d325d94b9325bb096b99bf
scale_varies,size varies,"[""posX"", ""posY""]",10,29,posY,y-position,0.999769926071167,0.0223543643951416,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_10_scale_varies.json,6d316d57dc051080efcee87d8ebd53ea934500a1e9d325d94b9325bb096b99bf
scale_varies,size varies,"[""posX"", ""posY""]",40,29,scale,size,0.0001449185365345329,0.04874777793884277,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_40_scale_varies.json,91a2645ca53c5830ca945bdb6c2830c2bcf96a9a0e23a049ae3d2525a1144a29
scale_varies,size varies,"[""posX"", ""posY""]",40,29,posX,x-position,0.9998757839202881,0.04874777793884277,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_40_scale_varies.json,91a2645ca53c5830ca945bdb6c2830c2bcf96a9a0e23a049ae3d2525a1144a29
scale_varies,size varies,"[""posX"", ""posY""]",40,29,posY,y-position,0.9999024868011475,0.04874777793884277,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_40_scale_varies.json,91a2645ca53c5830ca945bdb6c2830c2bcf96a9a0e23a049ae3d2525a1144a29
scale_varies,size varies,"[""posX"", ""posY""]",80,29,scale,size,0.0002669670502655208,0.005362073890864849,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_80_scale_varies.json,3732f88b8fb741805c3e1d2eb2641cc58ca56223ccf6186b0735c9997f019923
scale_varies,size varies,"[""posX"", ""posY""]",80,29,posX,x-position,0.9998587369918823,0.005362073890864849,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_80_scale_varies.json,3732f88b8fb741805c3e1d2eb2641cc58ca56223ccf6186b0735c9997f019923
scale_varies,size varies,"[""posX"", ""posY""]",80,29,posY,y-position,0.999893844127655,0.005362073890864849,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_29/metrics/hyperrect_vicreg_dsprites_epoch_80_scale_varies.json,3732f88b8fb741805c3e1d2eb2641cc58ca56223ccf6186b0735c9997f019923
scale_varies,size varies,"[""posX"", ""posY""]",0,6,scale,size,0.9329502582550049,0.0008906126022338867,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_0_scale_varies.json,00061177df7bffef49119396a80dfab1eebcb2533ecc60a1f6bd802345346c82
scale_varies,size varies,"[""posX"", ""posY""]",0,6,posX,x-position,0.9944654703140259,0.0008906126022338867,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_0_scale_varies.json,00061177df7bffef49119396a80dfab1eebcb2533ecc60a1f6bd802345346c82
scale_varies,size varies,"[""posX"", ""posY""]",0,6,posY,y-position,0.9949327111244202,0.0008906126022338867,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_0_scale_varies.json,00061177df7bffef49119396a80dfab1eebcb2533ecc60a1f6bd802345346c82
scale_varies,size varies,"[""posX"", ""posY""]",10,6,scale,size,0.0010643962305039167,0.0348084382712841,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_10_scale_varies.json,15c62125940fb4a3632934836dcf2e8e1b76fbf6ad0949547f787b3c79a9ea37
scale_varies,size varies,"[""posX"", ""posY""]",10,6,posX,x-position,0.9998518824577332,0.0348084382712841,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_10_scale_varies.json,15c62125940fb4a3632934836dcf2e8e1b76fbf6ad0949547f787b3c79a9ea37
scale_varies,size varies,"[""posX"", ""posY""]",10,6,posY,y-position,0.999823272228241,0.0348084382712841,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_10_scale_varies.json,15c62125940fb4a3632934836dcf2e8e1b76fbf6ad0949547f787b3c79a9ea37
scale_varies,size varies,"[""posX"", ""posY""]",40,6,scale,size,0.0002881072578020394,0.0356324128806591,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_40_scale_varies.json,4ae3a9a77bf24a9f2a3530a25ec8cd4648b609292642c8d2acefb5b5810a4383
scale_varies,size varies,"[""posX"", ""posY""]",40,6,posX,x-position,0.9998220801353455,0.0356324128806591,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_40_scale_varies.json,4ae3a9a77bf24a9f2a3530a25ec8cd4648b609292642c8d2acefb5b5810a4383
scale_varies,size varies,"[""posX"", ""posY""]",40,6,posY,y-position,0.9998594522476196,0.0356324128806591,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_40_scale_varies.json,4ae3a9a77bf24a9f2a3530a25ec8cd4648b609292642c8d2acefb5b5810a4383
scale_varies,size varies,"[""posX"", ""posY""]",80,6,scale,size,5.358450289350003e-05,0.023087620735168457,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_80_scale_varies.json,65235c12e5e0510ca5e45f76b2a31bb8be5c3ccd12dd9988f5d01cade035b572
scale_varies,size varies,"[""posX"", ""posY""]",80,6,posX,x-position,0.9998883008956909,0.023087620735168457,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_80_scale_varies.json,65235c12e5e0510ca5e45f76b2a31bb8be5c3ccd12dd9988f5d01cade035b572
scale_varies,size varies,"[""posX"", ""posY""]",80,6,posY,y-position,0.999912679195404,0.023087620735168457,/home/lucas_bryant1/dnc2_s2/results/augmentation_survival_d871f4ed9809/conditions/scale_varies/seed_6/metrics/hyperrect_vicreg_dsprites_epoch_80_scale_varies.json,65235c12e5e0510ca5e45f76b2a31bb8be5c3ccd12dd9988f5d01cade035b572
