method,epoch,tag,attr_i,attr_j,cosine,abs_cosine
vicreg,1000,twoview,Bangs,Eyeglasses,-0.0850871205329895,0.0850871205329895
vicreg,1000,twoview,Bangs,Goatee,-0.23084568977355957,0.23084568977355957
vicreg,1000,twoview,Bangs,Gray_Hair,-0.11106348782777786,0.11106348782777786
vicreg,1000,twoview,Bangs,Heavy_Makeup,0.16208873689174652,0.16208873689174652
vicreg,1000,twoview,Bangs,High_Cheekbones,0.057197924703359604,0.057197924703359604
vicreg,1000,twoview,Bangs,Male,-0.21675699949264526,0.21675699949264526
vicreg,1000,twoview,Bangs,Mouth_Slightly_Open,0.031730860471725464,0.031730860471725464
vicreg,1000,twoview,Bangs,Mustache,-0.19330599904060364,0.19330599904060364
vicreg,1000,twoview,Bangs,Narrow_Eyes,0.022187570109963417,0.022187570109963417
vicreg,1000,twoview,Bangs,No_Beard,0.27512943744659424,0.27512943744659424
vicreg,1000,twoview,Bangs,Oval_Face,0.02368028834462166,0.02368028834462166
vicreg,1000,twoview,Bangs,Pale_Skin,0.18786978721618652,0.18786978721618652
vicreg,1000,twoview,Bangs,Pointy_Nose,-0.013059539720416069,0.013059539720416069
vicreg,1000,twoview,Bangs,Receding_Hairline,-0.29920127987861633,0.29920127987861633
vicreg,1000,twoview,Bangs,Rosy_Cheeks,0.12591296434402466,0.12591296434402466
vicreg,1000,twoview,Bangs,Sideburns,-0.22005297243595123,0.22005297243595123
vicreg,1000,twoview,Bangs,Smiling,0.0691174790263176,0.0691174790263176
vicreg,1000,twoview,Bangs,Straight_Hair,-0.01718103140592575,0.01718103140592575
vicreg,1000,twoview,Bangs,Wavy_Hair,0.1703932136297226,0.1703932136297226
vicreg,1000,twoview,Bangs,Wearing_Earrings,0.09951192885637283,0.09951192885637283
vicreg,1000,twoview,Bangs,Wearing_Hat,0.07061579078435898,0.07061579078435898
vicreg,1000,twoview,Bangs,Wearing_Lipstick,0.21062912046909332,0.21062912046909332
vicreg,1000,twoview,Bangs,Wearing_Necklace,0.37412789463996887,0.37412789463996887
vicreg,1000,twoview,Bangs,Wearing_Necktie,-0.294019877910614,0.294019877910614
vicreg,1000,twoview,Bangs,Young,0.06064834073185921,0.06064834073185921
vicreg,1000,twoview,Big_Lips,Big_Nose,-0.13260233402252197,0.13260233402252197
vicreg,1000,twoview,Big_Lips,Black_Hair,0.07768253982067108,0.07768253982067108
vicreg,1000,twoview,Big_Lips,Blond_Hair,0.0973203107714653,0.0973203107714653
vicreg,1000,twoview,Big_Lips,Blurry,-0.26821833848953247,0.26821833848953247
vicreg,1000,twoview,Big_Lips,Brown_Hair,0.1262286901473999,0.1262286901473999
vicreg,1000,twoview,Big_Lips,Bushy_Eyebrows,-0.048244886100292206,0.048244886100292206
vicreg,1000,twoview,Big_Lips,Chubby,-0.09855064004659653,0.09855064004659653
vicreg,1000,twoview,Big_Lips,Double_Chin,-0.15572452545166016,0.15572452545166016
vicreg,1000,twoview,Big_Lips,Eyeglasses,-0.1476369947195053,0.1476369947195053
vicreg,1000,twoview,Big_Lips,Goatee,-0.005991348531097174,0.005991348531097174
vicreg,1000,twoview,Big_Lips,Gray_Hair,-0.2678309381008148,0.2678309381008148
vicreg,1000,twoview,Big_Lips,Heavy_Makeup,0.5220797657966614,0.5220797657966614
vicreg,1000,twoview,Big_Lips,High_Cheekbones,0.16834020614624023,0.16834020614624023
vicreg,1000,twoview,Big_Lips,Male,-0.48839640617370605,0.48839640617370605
vicreg,1000,twoview,Big_Lips,Mouth_Slightly_Open,0.028757011517882347,0.028757011517882347
vicreg,1000,twoview,Big_Lips,Mustache,-0.04371119290590286,0.04371119290590286
vicreg,1000,twoview,Big_Lips,Narrow_Eyes,-0.09205171465873718,0.09205171465873718
vicreg,1000,twoview,Big_Lips,No_Beard,0.2200344055891037,0.2200344055891037
vicreg,1000,twoview,Big_Lips,Oval_Face,0.22110438346862793,0.22110438346862793
vicreg,1000,twoview,Big_Lips,Pale_Skin,0.15157201886177063,0.15157201886177063
vicreg,1000,twoview,Big_Lips,Pointy_Nose,0.3322809040546417,0.3322809040546417
vicreg,1000,twoview,Big_Lips,Receding_Hairline,-0.053490519523620605,0.053490519523620605
vicreg,1000,twoview,Big_Lips,Rosy_Cheeks,0.25458836555480957,0.25458836555480957
vicreg,1000,twoview,Big_Lips,Sideburns,-0.23990218341350555,0.23990218341350555
vicreg,1000,twoview,Big_Lips,Smiling,0.07640396058559418,0.07640396058559418
vicreg,1000,twoview,Big_Lips,Straight_Hair,-0.20063535869121552,0.20063535869121552
vicreg,1000,twoview,Big_Lips,Wavy_Hair,0.41568541526794434,0.41568541526794434
vicreg,1000,twoview,Big_Lips,Wearing_Earrings,0.2902291417121887,0.2902291417121887
vicreg,1000,twoview,Big_Lips,Wearing_Hat,-0.10436949133872986,0.10436949133872986
vicreg,1000,twoview,Big_Lips,Wearing_Lipstick,0.5375922918319702,0.5375922918319702
vicreg,1000,twoview,Big_Lips,Wearing_Necklace,0.39770638942718506,0.39770638942718506
vicreg,1000,twoview,Big_Lips,Wearing_Necktie,-0.3627884089946747,0.3627884089946747
vicreg,1000,twoview,Big_Lips,Young,0.3742205500602722,0.3742205500602722
vicreg,1000,twoview,Big_Nose,Black_Hair,0.08387096971273422,0.08387096971273422
vicreg,1000,twoview,Big_Nose,Blond_Hair,-0.26097172498703003,0.26097172498703003
vicreg,1000,twoview,Big_Nose,Blurry,-0.018669214099645615,0.018669214099645615
vicreg,1000,twoview,Big_Nose,Brown_Hair,-0.3687523901462555,0.3687523901462555
vicreg,1000,twoview,Big_Nose,Bushy_Eyebrows,0.17837463319301605,0.17837463319301605
