method,attribute,tag,epoch,k_cap,k_eff,r,B_r,B_r_raw,tilde_V_pred,tilde_V_obs,V_pred,V_obs,gram_eig_min,gram_eig_max,gram_cond,gram_fro_error,orig_cdnv,orig_directional_cdnv,b_metric
vicreg,Male,twoview,20,adaptive,1862,64,0.40349143743515015,0.4022190570831299,0.7391836693693429,0.692574679851532,78.80775483963795,74.6280288696289,0.9519429802894592,1.0295499563217163,1.0815248157076163,0.14361810684204102,71.54328918457031,0.5321956872940063,orth
vicreg,Male,twoview,20,adaptive,1862,128,0.42958498001098633,0.42804044485092163,0.663914064191008,0.6200361847877502,148.48100021644902,140.3311004638672,0.9338761568069458,1.04685378074646,1.1209770943567086,0.2724744379520416,71.54328918457031,0.5321956872940063,orth
vicreg,Male,twoview,20,adaptive,1862,256,0.446729451417923,0.44519731402397156,0.6192456606856698,0.579336941242218,286.02688913553146,266.4388427734375,0.9064836502075195,1.0636036396026611,1.1733290935354128,0.5932373404502869,71.54328918457031,0.5321956872940063,orth
vicreg,Male,twoview,20,adaptive,1862,512,0.4625532925128937,0.4603014886379242,0.5809565256441505,0.5440871715545654,552.949741129805,503.09112548828125,0.863894522190094,1.0832204818725586,1.2538804843054712,1.3910539150238037,71.54328918457031,0.5321956872940063,orth
vicreg,Male,twoview,30,adaptive,2048,8,0.13006161153316498,0.13029272854328156,3.3443318832206135,3.2195069789886475,30.254655065764908,28.524520874023438,0.996478259563446,1.0165133476257324,1.0201058958085685,0.02483907714486122,78.47838592529297,0.5018661022186279,orth
vicreg,Male,twoview,30,adaptive,2048,16,0.24254342913627625,0.2425965666770935,1.5614864800937087,1.4900304079055786,32.48378368149934,30.65139389038086,0.9859421253204346,1.0217217206954956,1.0362897521631227,0.04087416082620621,78.47838592529297,0.5018661022186279,orth
vicreg,Male,twoview,30,adaptive,2048,32,0.3446120023727417,0.34481310844421387,0.9509070971335073,0.8930802345275879,45.92902710827224,43.41838073730469,0.972326397895813,1.0263290405273438,1.0555396240896024,0.07398924976587296,78.47838592529297,0.5018661022186279,orth
vicreg,Male,twoview,30,adaptive,2048,64,0.3876533508300781,0.387363463640213,0.7898121451274835,0.7417020201683044,82.04797728815895,77.58219909667969,0.9614205956459045,1.0321401357650757,1.073557338421339,0.1353105902671814,78.47838592529297,0.5018661022186279,orth
vicreg,Male,twoview,30,adaptive,2048,128,0.4344768822193146,0.4332835376262665,0.6508092155467337,0.6086676716804504,146.80357958998192,138.80743408203125,0.944074809551239,1.0413422584533691,1.1030293869914458,0.2539164423942566,78.47838592529297,0.5018661022186279,orth
vicreg,Male,twoview,30,adaptive,2048,256,0.4524710774421692,0.45142504572868347,0.6050430070061341,0.5665271878242493,282.39100979357033,263.59869384765625,0.9249571561813354,1.056152582168579,1.1418394626286055,0.5368598699569702,78.47838592529297,0.5018661022186279,orth
vicreg,Male,twoview,30,adaptive,2048,512,0.4689866304397583,0.4671395421028137,0.5661284726414507,0.5303216576576233,545.3577779924227,499.73541259765625,0.8876258134841919,1.0715446472167969,1.2072031152526643,1.1961251497268677,78.47838592529297,0.5018661022186279,orth
vicreg,Male,twoview,40,adaptive,2048,8,0.1206633597612381,0.12067889422178268,3.643759969798388,3.4849276542663574,32.6500797583871,30.821182250976562,0.9944561123847961,1.0143013000488281,1.0199558204900983,0.020893745124340057,87.54928588867188,0.4746042490005493,orth
vicreg,Male,twoview,40,adaptive,2048,16,0.17262372374534607,0.17263929545879364,2.396473260752956,2.2706711292266846,45.843572172047296,43.267391204833984,0.986486554145813,1.0181925296783447,1.032140301760104,0.03537243977189064,87.54928588867188,0.4746042490005493,orth
vicreg,Male,twoview,40,adaptive,2048,32,0.308224081993103,0.30751436948776245,1.1221964123205281,1.0383787155151367,51.4102851942569,48.668331146240234,0.9787164926528931,1.0247160196304321,1.0469998486005416,0.06524351239204407,87.54928588867188,0.4746042490005493,orth
vicreg,Male,twoview,40,adaptive,2048,64,0.3856508135795593,0.38552653789520264,0.7965096465350787,0.7400719523429871,82.47661737824504,78.04505157470703,0.9637541174888611,1.0314806699752808,1.07027368418709,0.12175586819648743,87.54928588867188,0.4746042490005493,orth
vicreg,Male,twoview,40,adaptive,2048,128,0.4354994297027588,0.43426835536956787,0.6481071291901915,0.6055819392204285,146.4577125363445,138.78646850585938,0.948485255241394,1.04071044921875,1.0972341883732122,0.2298140525817871,87.54928588867188,0.4746042490005493,orth
vicreg,Male,twoview,40,adaptive,2048,256,0.4544845521450043,0.4530939757823944,0.600147403558997,0.5615045428276062,281.1377353111032,263.2104797363281,0.92911696434021,1.0499693155288696,1.1300722684301432,0.49610602855682373,87.54928588867188,0.4746042490005493,orth
vicreg,Male,twoview,40,adaptive,2048,512,0.47015810012817383,0.4686288833618164,0.5634720530470297,0.5272785425186157,543.9976911600793,499.9941711425781,0.8964645862579346,1.0637454986572266,1.1866006922789487,1.1049079895019531,87.54928588867188,0.4746042490005493,orth
vicreg,Male,twoview,50,adaptive,2048,8,0.11934226751327515,0.11962167173624039,3.689630467213823,3.5319039821624756,33.01704373771059,31.217132568359375,0.9974886775016785,1.017814040184021,1.020376534732454,0.025861306115984917,85.87110900878906,0.44299668073654175,orth
vicreg,Male,twoview,50,adaptive,2048,16,0.19480782747268677,0.1950744241476059,2.0666319802786313,1.9757150411605835,40.5661116844581,38.445247650146484,0.9877843260765076,1.0228620767593384,1.0355115481758657,0.04180723801255226,85.87110900878906,0.44299668073654175,orth
vicreg,Male,twoview,50,adaptive,2048,32,0.32117998600006104,0.32159021496772766,1.0567595173875652,1.005523920059204,49.31630455640209,46.72222137451172,0.9782713651657104,1.027442216873169,1.0502629980374918,0.07017569988965988,85.87110900878906,0.44299668073654175,orth
vicreg,Male,twoview,50,adaptive,2048,64,0.39692455530166626,0.3982813060283661,0.7596852306605104,0.7146453857421875,80.11985476227267,75.55995178222656,0.9663511514663696,1.0325967073440552,1.0685522605081628,0.12407097220420837,85.87110900878906,0.44299668073654175,orth
vicreg,Male,twoview,50,adaptive,2048,128,0.4422306418418884,0.44260144233703613,0.6306317398484702,0.5907725095748901,144.2208627006042,136.12164306640625,0.9495222568511963,1.0402235984802246,1.0955231338439733,0.2306855469942093,85.87110900878906,0.44299668073654175,orth
vicreg,Male,twoview,50,adaptive,2048,256,0.4616677165031433,0.4620741307735443,0.5830300281492515,0.5454960465431213,276.7556872062084,258.3305358886719,0.931204617023468,1.052034854888916,1.1297569144917619,0.4849904179573059,85.87110900878906,0.44299668073654175,orth
vicreg,Male,twoview,50,adaptive,2048,512,0.47554123401641846,0.47556281089782715,0.5514335334856306,0.5172149538993835,537.8339691446429,493.4932556152344,0.8988353610038757,1.0658206939697266,1.1857796657881274,1.0608558654785156,85.87110900878906,0.44299668073654175,orth
vicreg,Male,twoview,60,adaptive,2048,8,0.13374237716197968,0.13366514444351196,3.2385308277752083,3.1682686805725098,29.408246622201666,27.95403289794922,0.9944878220558167,1.0172699689865112,1.0229084222304492,0.02498258650302887,84.68055725097656,0.4346162974834442,orth
vicreg,Male,twoview,60,adaptive,2048,16,0.21306999027729034,0.21374142169952393,1.846646749029732,1.7697837352752686,37.046347984475716,35.0255241394043,0.9916077256202698,1.020792007446289,1.0294312771794552,0.037536971271038055,84.68055725097656,0.4346162974834442,orth
vicreg,Male,twoview,60,adaptive,2048,32,0.30312883853912354,0.3041217625141144,1.1494636485583576,1.0780918598175049,52.28283675386744,49.31629180908203,0.9837678670883179,1.0242162942886353,1.041115824732143,0.06329173594713211,84.68055725097656,0.4346162974834442,orth
vicreg,Male,twoview,60,adaptive,2048,64,0.3906291127204895,0.391554594039917,0.7799865235793874,0.7282264828681946,81.4191375090808,76.91981506347656,0.9689338803291321,1.0308372974395752,1.0638881747941515,0.11368346959352493,84.68055725097656,0.4346162974834442,orth
vicreg,Male,twoview,60,adaptive,2048,128,0.44508782029151917,0.44565439224243164,0.6233738089541857,0.5833889842033386,143.29184754613578,135.31797790527344,0.9526810050010681,1.0383827686309814,1.0899585099104787,0.21191617846488953,84.68055725097656,0.4346162974834442,orth
vicreg,Male,twoview,60,adaptive,2048,256,0.4657958149909973,0.4665900766849518,0.5734317138715893,0.5370349884033203,274.2985187511269,256.0840759277344,0.9327974915504456,1.0471127033233643,1.1225509425233446,0.4653005301952362,84.68055725097656,0.4346162974834442,orth
vicreg,Male,twoview,60,adaptive,2048,512,0.4795296788215637,0.480406790971756,0.5426883300085654,0.5090190172195435,533.3564249643855,489.28515625,0.9035652875900269,1.0577375888824463,1.1706266314231981,1.032009482383728,84.68055725097656,0.4346162974834442,orth
vicreg,Male,twoview,70,adaptive,2048,8,0.12532086670398712,0.12601152062416077,3.489758554583092,3.341726064682007,31.418068436664736,29.793201446533203,0.9984399080276489,1.016865849494934,1.0184547325473843,0.02731173299252987,83.17594146728516,0.4159260094165802,orth
vicreg,Male,twoview,70,adaptive,2048,16,0.2019987851381302,0.20326842367649078,1.9752624113956505,1.876224398612976,39.104198582330405,36.980342864990234,0.9938622117042542,1.0198363065719604,1.0261345029138058,0.04066576808691025,83.17594146728516,0.4159260094165802,orth
vicreg,Male,twoview,70,adaptive,2048,32,0.3317885398864746,0.33337515592575073,1.0069839367299454,0.9385999441146851,47.72348597535825,45.04844665527344,0.9842034578323364,1.0245914459228516,1.0410362184455924,0.06767147779464722,83.17594146728516,0.4159260094165802,orth
vicreg,Male,twoview,70,adaptive,2048,64,0.4075639247894287,0.4095970690250397,0.7268014158964858,0.6767222881317139,78.01529061737509,73.6335678100586,0.9695756435394287,1.0305566787719727,1.0628945618001842,0.11508964747190475,83.17594146728516,0.4159260094165802,orth
vicreg,Male,twoview,70,adaptive,2048,128,0.45068082213401794,0.4527305066585541,0.6094326082757436,0.5692641735076904,141.50737385929517,133.38314819335938,0.9542174339294434,1.0412049293518066,1.0911610837627972,0.21191461384296417,83.17594146728516,0.4159260094165802,orth
vicreg,Male,twoview,70,adaptive,2048,256,0.4720700681209564,0.4746970236301422,0.5591648015096928,0.5230568647384644,270.64618918648137,252.0849151611328,0.9319216012954712,1.0504395961761475,1.1271759284428255,0.4590930938720703,83.17594146728516,0.4159260094165802,orth
vicreg,Male,twoview,70,adaptive,2048,512,0.4859878122806549,0.4888564646244049,0.5288323850213206,0.4955870807170868,526.2621811309161,481.611328125,0.9019174575805664,1.0641138553619385,1.1798350796052568,1.0166270732879639,83.17594146728516,0.4159260094165802,orth
vicreg,Male,twoview,80,adaptive,2048,8,0.12814287841320038,0.12860804796218872,3.4018945585702833,3.2717854976654053,30.715156468562267,29.133182525634766,0.9983338117599487,1.0157427787780762,1.0174380220453891,0.02663266845047474,86.02007293701172,0.4353134036064148,orth
vicreg,Male,twoview,80,adaptive,2048,16,0.18252182006835938,0.18317699432373047,2.2393984993834515,2.1684582233428955,43.330375990135224,41.046932220458984,0.9941869974136353,1.0184129476547241,1.024367599158018,0.03781072422862053,86.02007293701172,0.4353134036064148,orth
vicreg,Male,twoview,80,adaptive,2048,32,0.27183598279953003,0.2731093764305115,1.3393444269250157,1.2547290325164795,58.3590216616005,55.01185607910156,0.9879424571990967,1.0240287780761719,1.0365267436520373,0.06230948865413666,86.02007293701172,0.4353134036064148,orth
vicreg,Male,twoview,80,adaptive,2048,64,0.3794427514076233,0.3814678490161896,0.8177218385254272,0.7643570303916931,83.83419766562734,79.08589935302734,0.9729592800140381,1.0300867557525635,1.0587151763819973,0.11059190332889557,86.02007293701172,0.4353134036064148,orth
vicreg,Male,twoview,80,adaptive,2048,128,0.4488276243209839,0.4505821466445923,0.614013427218151,0.5755398869514465,142.09371868392333,133.9744873046875,0.9622699022293091,1.040549874305725,1.0813492886923548,0.20330995321273804,86.02007293701172,0.4353134036064148,orth
vicreg,Male,twoview,80,adaptive,2048,256,0.46940702199935913,0.47132280468940735,0.5651736692611357,0.5288232564926147,272.18445933085076,253.85165405273438,0.9374039173126221,1.049433708190918,1.119510692039208,0.4456363618373871,86.02007293701172,0.4353134036064148,orth
vicreg,Male,twoview,80,adaptive,2048,512,0.4850239157676697,0.48725003004074097,0.5308770016188314,0.4974740743637085,527.3090248288418,483.3284606933594,0.9052479863166809,1.0630393028259277,1.1743072825284884,0.9955417513847351,86.02007293701172,0.4353134036064148,orth
vicreg,Male,twoview,90,adaptive,2048,8,0.09759777039289474,0.098403200507164,4.623067852750873,4.377127170562744,40.484542822006986,38.14374542236328,0.9997861385345459,1.0171067714691162,1.0173243379428707,0.027697764337062836,89.7016372680664,0.4171546995639801,orth
vicreg,Male,twoview,90,adaptive,2048,16,0.1773523986339569,0.17847733199596405,2.3192457719839776,2.1968300342559814,44.60793235174364,42.0332145690918,0.9944866299629211,1.0212299823760986,1.0268916158422106,0.03982843831181526,89.7016372680664,0.4171546995639801,orth
vicreg,Male,twoview,90,adaptive,2048,32,0.2841070294380188,0.28562507033348083,1.2599001368921803,1.1691105365753174,55.81680438054977,52.65113830566406,0.988419234752655,1.0245764255523682,1.0365808247436232,0.06404390931129456,89.7016372680664,0.4171546995639801,orth
vicreg,Male,twoview,90,adaptive,2048,64,0.37523066997528076,0.37791359424591064,0.8325136776077998,0.7877543568611145,84.7808753668992,79.88250732421875,0.9727941751480103,1.0304125547409058,1.0592297744629575,0.11281546205282211,89.7016372680664,0.4171546995639801,orth
vicreg,Male,twoview,90,adaptive,2048,128,0.4497920572757721,0.4524848163127899,0.6116247873035359,0.5727764964103699,141.7879727748526,133.50482177734375,0.9607765674591064,1.0450308322906494,1.0876939214435297,0.20962479710578918,89.7016372680664,0.4171546995639801,orth
vicreg,Male,twoview,90,adaptive,2048,256,0.47231942415237427,0.47516191005706787,0.5586056266843172,0.5231689214706421,270.5030404311852,251.99649047851562,0.938666820526123,1.05543851852417,1.1244016465103095,0.4478253722190857,89.7016372680664,0.4171546995639801,orth
vicreg,Male,twoview,90,adaptive,2048,512,0.4874154329299927,0.49011775851249695,0.5258189753950915,0.4930863678455353,524.7193154022868,481.0791320800781,0.9048003554344177,1.0713460445404053,1.184068991690465,0.9919553995132446,89.7016372680664,0.4171546995639801,orth
vicreg,Male,twoview,100,adaptive,2048,8,0.10648518055677414,0.10727051645517349,4.195489056652514,3.9513943195343018,37.06391245322011,35.11606216430664,1.0011225938796997,1.0155774354934692,1.0144386328928527,0.027106603607535362,91.41719818115234,0.4161515235900879,orth
vicreg,Male,twoview,100,adaptive,2048,16,0.1680014729499817,0.16915562748908997,2.476164382492424,2.3550727367401123,47.11863011987879,44.45018005371094,0.9947039484977722,1.0197584629058838,1.0251879108813728,0.040241558104753494,91.41719818115234,0.4161515235900879,orth
vicreg,Male,twoview,100,adaptive,2048,32,0.2888367474079132,0.29078033566474915,1.2310816732535383,1.146293044090271,54.89461354411323,51.75180435180664,0.9872701168060303,1.0252695083618164,1.038489356569122,0.06593691557645798,91.41719818115234,0.4161515235900879,orth
vicreg,Male,twoview,100,adaptive,2048,64,0.3874650299549103,0.3911508619785309,0.7904390366743175,0.7518253922462463,82.08809834715632,77.16346740722656,0.9771412014961243,1.0331389904022217,1.057307775805951,0.11070343852043152,91.41719818115234,0.4161515235900879,orth
vicreg,Male,twoview,100,adaptive,2048,128,0.44912177324295044,0.4529895484447479,0.6132838125163155,0.5745902061462402,142.0003280020884,133.37765502929688,0.9614734053611755,1.0429115295410156,1.0847013799089409,0.2044842392206192,91.41719818115234,0.4161515235900879,orth
vicreg,Male,twoview,100,adaptive,2048,256,0.4714423418045044,0.4757961332798004,0.560575081326356,0.524495005607605,271.0072208195472,251.8234100341797,0.9388792514801025,1.0502375364303589,1.1186076748151637,0.4303581714630127,91.41719818115234,0.4161515235900879,orth
vicreg,Male,twoview,100,adaptive,2048,512,0.48616716265678406,0.4907878041267395,0.5284528417501974,0.4948660433292389,526.0678549761011,481.0129699707031,0.907233715057373,1.0636100769042969,1.1723661271087513,0.9507660865783691,91.41719818115234,0.4161515235900879,orth
vicreg,Male,twoview,200,adaptive,2048,8,0.10861851274967194,0.1110658273100853,4.103266858867115,3.8178205490112305,36.32613487093692,34.34269714355469,1.013993740081787,1.03108549118042,1.0168558743737948,0.06636372208595276,103.77543640136719,0.3989233374595642,orth
vicreg,Male,twoview,200,adaptive,2048,16,0.18007998168468475,0.18441030383110046,2.2765440407223423,2.1656835079193115,43.92470465155748,41.31992721557617,1.0094941854476929,1.0332897901535034,1.0235718095743738,0.09096559137105942,103.77543640136719,0.3989233374595642,orth
vicreg,Male,twoview,200,adaptive,2048,32,0.2566746771335602,0.26275789737701416,1.44799115200533,1.3467378616333008,61.83571686417056,57.94826889038086,1.002897024154663,1.0414968729019165,1.0384883470761008,0.1268610805273056,103.77543640136719,0.3989233374595642,orth
vicreg,Male,twoview,200,adaptive,2048,64,0.35325872898101807,0.3617989420890808,0.9153931919595025,0.8595705032348633,90.08516428540817,84.44670104980469,0.9911264181137085,1.0465127229690552,1.0558821799551632,0.17278353869915009,103.77543640136719,0.3989233374595642,orth
vicreg,Male,twoview,200,adaptive,2048,128,0.4550619125366211,0.4658409655094147,0.5987515901141529,0.5584863424301147,140.14020353461157,131.13372802734375,0.9664782881736755,1.0676532983779907,1.1046842039209204,0.24959035217761993,103.77543640136719,0.3989233374595642,orth
vicreg,Male,twoview,200,adaptive,2048,256,0.48387348651885986,0.4952099323272705,0.5333279543732793,0.49635738134384155,264.0319563195595,244.52999877929688,0.9395517706871033,1.0903444290161133,1.1604942516565466,0.4349350929260254,103.77543640136719,0.3989233374595642,orth
vicreg,Male,twoview,200,adaptive,2048,512,0.498857319355011,0.5106172561645508,0.5022905961297038,0.46849513053894043,512.6727852184083,467.6089782714844,0.9082819223403931,1.1282551288604736,1.2421860450038134,0.8913881182670593,103.77543640136719,0.3989233374595642,orth
vicreg,Male,twoview,300,adaptive,2048,8,0.0561259463429451,0.05867486074566841,8.408535758931553,7.735823154449463,70.76828607145242,67.36181640625,1.0322226285934448,1.0582669973373413,1.0252313483762565,0.127033993601799,116.1679916381836,0.36973854899406433,orth
vicreg,Male,twoview,300,adaptive,2048,16,0.16545002162456512,0.17247769236564636,2.522060650645226,2.3370490074157715,47.852970410323614,45.135555267333984,1.0276497602462769,1.0594966411590576,1.0309900144433923,0.17249414324760437,116.1679916381836,0.36973854899406433,orth
vicreg,Male,twoview,300,adaptive,2048,32,0.25121909379959106,0.2622162401676178,1.4902945768878253,1.3879854679107666,63.18942646041041,59.17584228515625,1.017346739768982,1.0625373125076294,1.044420030037064,0.22762328386306763,116.1679916381836,0.36973854899406433,orth
vicreg,Male,twoview,300,adaptive,2048,64,0.3764949142932892,0.3932138681411743,0.8280391872982924,0.7671355605125427,84.49450798709071,79.03124237060547,1.001112461090088,1.0726962089538574,1.0715042022210208,0.2995380163192749,116.1679916381836,0.36973854899406433,orth
vicreg,Male,twoview,300,adaptive,2048,128,0.45164406299591064,0.4719627797603607,0.6070664732828054,0.5649206042289734,141.2045085801991,131.1430206298828,0.9603190422058105,1.100480079650879,1.1459525754306867,0.38260790705680847,116.1679916381836,0.36973854899406433,orth
vicreg,Male,twoview,300,adaptive,2048,256,0.48154911398887634,0.5033635497093201,0.5383156888365698,0.5018577575683594,265.3088163421619,242.91531372070312,0.9341458082199097,1.1339662075042725,1.2139070769531544,0.5465542674064636,116.1679916381836,0.36973854899406433,orth
vicreg,Male,twoview,300,adaptive,2048,512,0.5007023811340332,0.5229889750480652,0.49859720832075455,0.4658891558647156,510.78177066022636,459.4037780761719,0.9046269655227661,1.164430856704712,1.2871945023569027,1.0029946565628052,116.1679916381836,0.36973854899406433,orth
vicreg,Male,twoview,400,adaptive,2048,8,0.09967316687107086,0.10406388342380524,4.516395241527336,4.202352523803711,39.63116193221869,37.358375549316406,1.0223790407180786,1.0575830936431885,1.0344334650095957,0.11821483075618744,103.23397064208984,0.399553120136261,orth
vicreg,Male,twoview,400,adaptive,2048,16,0.16983772814273834,0.1765703409910202,2.4439866245724873,2.2675693035125732,46.603785993159796,43.66019058227539,1.0159426927566528,1.0596604347229004,1.0430317007818857,0.1581348031759262,103.23397064208984,0.399553120136261,orth
vicreg,Male,twoview,400,adaptive,2048,32,0.26128631830215454,0.27080029249191284,1.413609573011757,1.3066667318344116,60.735506336376226,57.05990219116211,1.0056347846984863,1.0621263980865479,1.0561750789129665,0.20534081757068634,103.23397064208984,0.399553120136261,orth
vicreg,Male,twoview,400,adaptive,2048,64,0.3816479444503784,0.3967111110687256,0.8101079339496079,0.7593308687210083,83.34690777277491,77.90316009521484,0.9792099595069885,1.0681158304214478,1.0907934708499303,0.27183371782302856,103.23397064208984,0.399553120136261,orth
vicreg,Male,twoview,400,adaptive,2048,128,0.44901901483535767,0.4685336649417877,0.6135385885235519,0.571664035320282,142.03293933101466,131.24722290039062,0.8943824768066406,1.0835034847259521,1.2114542858605202,0.3645855188369751,103.23397064208984,0.399553120136261,orth
vicreg,Male,twoview,400,adaptive,2048,256,0.48111313581466675,0.5024082660675049,0.5392565963790454,0.5020305514335632,265.54968867303563,241.27935791015625,0.8640607595443726,1.093141794204712,1.2651214421323056,0.5804662704467773,103.23397064208984,0.399553120136261,orth
vicreg,Male,twoview,400,adaptive,2048,512,0.503168523311615,0.5245816111564636,0.4937028586550659,0.461198627948761,508.27586363139375,452.8607482910156,0.8389937877655029,1.110980749130249,1.324182330466511,1.1817704439163208,103.23397064208984,0.399553120136261,orth
vicreg,Male,twoview,500,adaptive,2048,8,0.0925673320889473,0.09612880647182465,4.901473594589001,4.572864055633545,42.71178875671201,40.555606842041016,1.0242148637771606,1.0493698120117188,1.024560225714544,0.10685745626688004,105.60440826416016,0.3795274794101715,orth
vicreg,Male,twoview,500,adaptive,2048,16,0.1727149784564972,0.17874698340892792,2.394942896489653,2.215808868408203,45.81908634383445,43.09428405761719,1.0185678005218506,1.0512113571166992,1.032048486687017,0.14429503679275513,105.60440826416016,0.3795274794101715,orth
vicreg,Male,twoview,500,adaptive,2048,32,0.2747810482978821,0.2846566140651703,1.3196305862330238,1.2200862169265747,57.72817875945676,54.16098403930664,1.0066180229187012,1.0576311349868774,1.0506777257179074,0.195634126663208,105.60440826416016,0.3795274794101715,orth
vicreg,Male,twoview,500,adaptive,2048,64,0.38811761140823364,0.40250301361083984,0.7882692908106278,0.7345443964004517,81.94923461188019,76.60134887695312,0.9780158996582031,1.0678380727767944,1.0918412197081686,0.25638630986213684,105.60440826416016,0.3795274794101715,orth
vicreg,Male,twoview,500,adaptive,2048,128,0.45823603868484497,0.4768816828727722,0.5911407174237522,0.5498706102371216,139.16601183024028,128.6221160888672,0.8723945021629333,1.078664779663086,1.2364415146917425,0.35710427165031433,105.60440826416016,0.3795274794101715,orth
vicreg,Male,twoview,500,adaptive,2048,256,0.48381507396698,0.5048507452011108,0.5334527113847731,0.4971986711025238,264.0638941145019,239.76353454589844,0.8411872386932373,1.0888917446136475,1.2944701185733782,0.5804930329322815,105.60440826416016,0.3795274794101715,orth
vicreg,Male,twoview,500,adaptive,2048,512,0.5044641494750977,0.5258861780166626,0.4911507101550374,0.45954620838165283,506.96916359937916,451.7789001464844,0.8166943192481995,1.106116771697998,1.354382840223774,1.1762547492980957,105.60440826416016,0.3795274794101715,orth
vicreg,Male,twoview,600,adaptive,2048,8,0.061973538249731064,0.06434010714292526,7.567959553724041,7.065004825592041,64.04367642979233,60.6927604675293,1.024543046951294,1.0502337217330933,1.0250752517019626,0.1086580902338028,108.99327087402344,0.36846861243247986,orth
