method,attribute,tag,epoch,k_cap,k_eff,r,B_r,B_r_raw,tilde_V_pred,tilde_V_obs,V_pred,V_obs,gram_eig_min,gram_eig_max,gram_cond,gram_fro_error,orig_cdnv,orig_directional_cdnv,b_metric
vicreg,Male,twoview,600,adaptive,2048,16,0.12408412992954254,0.12848812341690063,3.5295241646446653,3.2280800342559814,63.972386634314645,60.2904167175293,1.0171924829483032,1.0537769794464111,1.0359661490931085,0.14842823147773743,108.99327087402344,0.36846861243247986,orth
vicreg,Male,twoview,600,adaptive,2048,32,0.28700870275497437,0.2985689640045166,1.242107452493735,1.1345754861831665,55.24743847979952,51.58522415161133,1.0029489994049072,1.0602556467056274,1.0571381469393983,0.19622862339019775,108.99327087402344,0.36846861243247986,orth
vicreg,Male,twoview,600,adaptive,2048,64,0.3955780863761902,0.41153424978256226,0.7639729479971896,0.7086787223815918,80.39426867182013,74.91908264160156,0.965263843536377,1.0706754922866821,1.109205011102576,0.2612599730491638,108.99327087402344,0.36846861243247986,orth
vicreg,Male,twoview,600,adaptive,2048,128,0.4514937400817871,0.4709526598453522,0.6074350663409555,0.5638777613639832,141.25168849164228,130.14151000976562,0.86664217710495,1.0829205513000488,1.2495590220609671,0.3664880692958832,108.99327087402344,0.36846861243247986,orth
vicreg,Male,twoview,600,adaptive,2048,256,0.4796914756298065,0.500851571559906,0.5423366380307876,0.5037530064582825,266.33817933588165,241.58726501464844,0.8387513756752014,1.0928268432617188,1.3029210740572372,0.5993946194648743,108.99327087402344,0.36846861243247986,orth
vicreg,Male,twoview,600,adaptive,2048,512,0.5000896453857422,0.5220827460289001,0.4998207413679341,0.4664778709411621,511.40821958038225,454.7250061035156,0.8152498602867126,1.1107771396636963,1.3624990248671132,1.223856806755066,108.99327087402344,0.36846861243247986,orth
vicreg,Male,twoview,700,adaptive,2048,8,0.08206364512443542,0.08545878529548645,5.592831962823926,5.218045234680176,48.24265570259141,45.73149490356445,1.0237747430801392,1.05078125,1.0263793447752079,0.10800410807132721,107.75865173339844,0.36246323585510254,orth
vicreg,Male,twoview,700,adaptive,2048,16,0.1454702913761139,0.15074872970581055,2.9371279198668026,2.734713315963745,54.49404671786884,51.34373474121094,1.0159906148910522,1.0528658628463745,1.0362948706561395,0.14493580162525177,107.75865173339844,0.36246323585510254,orth
vicreg,Male,twoview,700,adaptive,2048,32,0.30588260293006897,0.318528950214386,1.1346140486921064,1.0438270568847656,51.8076495581474,48.41374969482422,1.0066534280776978,1.0599535703659058,1.0529478575262887,0.19577817618846893,107.75865173339844,0.36246323585510254,orth
vicreg,Male,twoview,700,adaptive,2048,64,0.3949155807495117,0.4105382561683655,0.7660933738067467,0.7123025059700012,80.5299759236318,75.11689758300781,0.9733880758285522,1.0679850578308105,1.0971832143328208,0.2606772780418396,107.75865173339844,0.36246323585510254,orth
vicreg,Male,twoview,700,adaptive,2048,128,0.45367565751075745,0.4737382233142853,0.6021089444018586,0.559671938419342,140.5699448834379,129.42420959472656,0.8670436143875122,1.0820914506912231,1.2480242432275137,0.3720150887966156,107.75865173339844,0.36246323585510254,orth
vicreg,Male,twoview,700,adaptive,2048,256,0.4795011281967163,0.5012507438659668,0.5427504141238934,0.5042057633399963,266.44410601571667,241.3795928955078,0.8422725200653076,1.0918610095977783,1.2963274754744678,0.6129783987998962,107.75865173339844,0.36246323585510254,orth
vicreg,Male,twoview,700,adaptive,2048,512,0.49652257561683655,0.519145667552948,0.5070035574492124,0.4744119346141815,515.0858214139968,457.34283447265625,0.8228461146354675,1.1098350286483765,1.348775924086424,1.2453150749206543,107.75865173339844,0.36246323585510254,orth
vicreg,Male,twoview,800,adaptive,2048,8,0.09547200798988342,0.09920331835746765,4.7371371517919885,4.380791187286377,41.39709721433591,39.296974182128906,1.022446632385254,1.049892544746399,1.0268433691224712,0.10372889786958694,111.4276123046875,0.3257499933242798,orth
vicreg,Male,twoview,800,adaptive,2048,16,0.13040019571781158,0.1353333741426468,3.334350073231555,3.0843114852905273,60.84960117170488,56.942955017089844,1.018143892288208,1.0527324676513672,1.0339721876496493,0.13892169296741486,111.4276123046875,0.3257499933242798,orth
vicreg,Male,twoview,800,adaptive,2048,32,0.28843313455581665,0.2991429567337036,1.2335040260544048,1.1413277387619019,54.97212883374095,51.44062042236328,1.003840684890747,1.0574889183044434,1.0534429757840857,0.186425119638443,111.4276123046875,0.3257499933242798,orth
vicreg,Male,twoview,800,adaptive,2048,64,0.4025020897388458,0.41906312108039856,0.7422295753157789,0.689245343208313,79.00269282020986,73.43358612060547,0.9763734936714172,1.0665558576583862,1.0923646171997767,0.24668791890144348,111.4276123046875,0.3257499933242798,orth
vicreg,Male,twoview,800,adaptive,2048,128,0.45569998025894165,0.47539258003234863,0.5972131263114951,0.5555738806724548,139.9432801678714,128.70176696777344,0.8723617792129517,1.076508641242981,1.2340162841776625,0.35365256667137146,111.4276123046875,0.3257499933242798,orth
vicreg,Male,twoview,800,adaptive,2048,256,0.4787290096282959,0.49999719858169556,0.5444322151862485,0.5056096315383911,266.87464708767965,241.69187927246094,0.8468858003616333,1.087862491607666,1.2845444936532553,0.5940011739730835,111.4276123046875,0.3257499933242798,orth
vicreg,Male,twoview,800,adaptive,2048,512,0.4947025179862976,0.5166353583335876,0.5107084193451571,0.47720852494239807,516.9827107047204,459.294921875,0.8260507583618164,1.1088371276855469,1.3423353425454612,1.219569206237793,111.4276123046875,0.3257499933242798,orth
vicreg,Male,twoview,900,adaptive,2048,8,0.10965786129236221,0.11349349468946457,4.059636619821853,3.7892355918884277,35.97709295857482,34.26493453979492,1.020670771598816,1.046120047569275,1.0249338735649247,0.09507796913385391,111.00129699707031,0.33008331060409546,orth
vicreg,Male,twoview,900,adaptive,2048,16,0.13859933614730835,0.14357495307922363,3.107520886453468,2.8896713256835938,57.22033418325549,53.71797180175781,1.0129019021987915,1.0497887134552002,1.0364169631593498,0.1269800066947937,111.00129699707031,0.33008331060409546,orth
vicreg,Male,twoview,900,adaptive,2048,32,0.32438111305236816,0.3357544243335724,1.0413967702838478,0.9660119414329529,48.82469664908313,45.75777053833008,1.0056281089782715,1.0562070608139038,1.050295881135444,0.17651905119419098,111.00129699707031,0.33008331060409546,orth
vicreg,Male,twoview,900,adaptive,2048,64,0.39375293254852295,0.4077903628349304,0.769831812461191,0.7096548080444336,80.76923599751623,75.45524597167969,0.9821605086326599,1.0650473833084106,1.0843923920247454,0.23709189891815186,111.00129699707031,0.33008331060409546,orth
vicreg,Male,twoview,900,adaptive,2048,128,0.450799822807312,0.4690033495426178,0.6091397438585905,0.5671625137329102,141.46988721389957,130.54278564453125,0.8914172053337097,1.0768554210662842,1.2080262918676268,0.34733474254608154,111.00129699707031,0.33008331060409546,orth
vicreg,Male,twoview,900,adaptive,2048,256,0.47385507822036743,0.4933372437953949,0.5551749321286662,0.5169676542282104,269.6247826249385,245.34744262695312,0.8721892237663269,1.0881004333496094,1.2475508796714145,0.585385262966156,111.00129699707031,0.33008331060409546,orth
vicreg,Male,twoview,900,adaptive,2048,512,0.4933862090110779,0.5133140683174133,0.5134048963431275,0.4806118905544281,518.3633069276813,463.7049560546875,0.8527460694313049,1.1065998077392578,1.2976897196104904,1.185989260673523,111.00129699707031,0.33008331060409546,orth
vicreg,Male,twoview,1000,adaptive,2048,8,0.07669733464717865,0.07927661389112473,6.019131366169225,5.6504435539245605,51.6530509293538,48.94337463378906,1.0197639465332031,1.048494815826416,1.0281740390909941,0.09470060467720032,111.7178955078125,0.32277727127075195,orth
vicreg,Male,twoview,1000,adaptive,2048,16,0.17098140716552734,0.1767505556344986,2.4242945668118714,2.248570203781128,46.28871306898994,43.47001266479492,1.0160372257232666,1.0504558086395264,1.0338753168140655,0.12875543534755707,111.7178955078125,0.32277727127075195,orth
vicreg,Male,twoview,1000,adaptive,2048,32,0.33791789412498474,0.3511126935482025,0.9796493725042759,0.9087115526199341,46.84877992013683,43.675071716308594,1.0051287412643433,1.057214617729187,1.0518201045562834,0.1801067739725113,111.7178955078125,0.32277727127075195,orth
vicreg,Male,twoview,1000,adaptive,2048,64,0.39246997237205505,0.4071741998195648,0.7739828144763347,0.7102161645889282,81.03490012648541,75.55117797851562,0.9844533205032349,1.0638165473937988,1.0806165465011535,0.24037912487983704,111.7178955078125,0.32277727127075195,orth
vicreg,Male,twoview,1000,adaptive,2048,128,0.45067983865737915,0.46945175528526306,0.6094350292872,0.5668258666992188,141.5076837487616,130.49485778808594,0.9010306596755981,1.074007511138916,1.1919766542967534,0.3486756682395935,111.7178955078125,0.32277727127075195,orth
vicreg,Male,twoview,1000,adaptive,2048,256,0.4731360673904419,0.49301525950431824,0.556778450135338,0.5176131129264832,270.0352832346465,245.75416564941406,0.881682813167572,1.087364673614502,1.2332832821227266,0.5888072848320007,111.7178955078125,0.32277727127075195,orth
vicreg,Male,twoview,1000,adaptive,2048,512,0.49032944440841675,0.5105926394462585,0.5197225675550665,0.48660916090011597,521.597954588194,467.0163269042969,0.8629968166351318,1.1110668182373047,1.2874518153721706,1.1787381172180176,111.7178955078125,0.32277727127075195,orth
